"Storage 213952 - RawData - C:\Documents and Settings\uvvis\Desktop\w\File_260418_213952.spc"
"Wavelength nm.","Abs."
200.00,0.186
200.50,0.183
201.00,0.186
201.50,0.156
202.00,0.147
202.50,0.123
203.00,0.149
203.50,0.147
204.00,0.161
204.50,0.161
205.00,0.201
205.50,0.170
206.00,0.138
206.50,0.154
207.00,0.141
207.50,0.151
208.00,0.146
208.50,0.163
209.00,0.161
209.50,0.168
210.00,0.152
210.50,0.171
211.00,0.150
211.50,0.140
212.00,0.146
212.50,0.122
213.00,0.116
213.50,0.120
214.00,0.125
214.50,0.121
215.00,0.097
215.50,0.105
216.00,0.127
216.50,0.106
217.00,0.116
217.50,0.112
218.00,0.098
218.50,0.075
219.00,0.088
219.50,0.090
220.00,0.095
220.50,0.060
221.00,0.082
221.50,0.089
222.00,0.078
222.50,0.083
223.00,0.091
223.50,0.087
224.00,0.082
224.50,0.081
225.00,0.070
225.50,0.063
226.00,0.060
226.50,0.059
227.00,0.073
227.50,0.062
228.00,0.074
228.50,0.067
229.00,0.059
229.50,0.061
230.00,0.065
230.50,0.057
231.00,0.058
231.50,0.056
232.00,0.063
232.50,0.038
233.00,0.052
233.50,0.056
234.00,0.041
234.50,0.057
235.00,0.053
235.50,0.045
236.00,0.046
236.50,0.060
237.00,0.055
237.50,0.057
238.00,0.063
238.50,0.064
239.00,0.058
239.50,0.049
240.00,0.048
240.50,0.048
241.00,0.050
241.50,0.067
242.00,0.064
242.50,0.054
243.00,0.058
243.50,0.052
244.00,0.056
244.50,0.052
245.00,0.053
245.50,0.046
246.00,0.055
246.50,0.053
247.00,0.041
247.50,0.046
248.00,0.048
248.50,0.055
249.00,0.058
249.50,0.047
250.00,0.051
250.50,0.042
251.00,0.047
251.50,0.053
252.00,0.064
252.50,0.056
253.00,0.037
253.50,0.053
254.00,0.035
254.50,0.041
255.00,0.050
255.50,0.037
256.00,0.038
256.50,0.034
257.00,0.037
257.50,0.024
258.00,0.042
258.50,0.025
259.00,0.013
259.50,0.026
260.00,0.032
260.50,0.021
261.00,0.022
261.50,0.026
262.00,0.035
262.50,0.022
263.00,0.024
263.50,0.020
264.00,0.024
264.50,0.024
265.00,0.030
265.50,0.032
266.00,0.014
266.50,0.017
267.00,0.017
267.50,0.027
268.00,0.018
268.50,0.016
269.00,0.015
269.50,0.011
270.00,0.021
270.50,0.028
271.00,0.020
271.50,0.022
272.00,0.019
272.50,0.023
273.00,0.029
273.50,0.021
274.00,0.014
274.50,0.020
275.00,0.016
275.50,0.022
276.00,0.019
276.50,0.037
277.00,0.027
277.50,0.038
278.00,0.026
278.50,0.030
279.00,0.025
279.50,0.018
280.00,0.024
280.50,0.022
281.00,0.029
281.50,0.025
282.00,0.027
