"Storage 220324 - RawData - C:\Documents and Settings\uvvis\Desktop\w\File_260418_220324.spc"
"Wavelength nm.","Abs."
200.00,1.444
200.50,1.479
201.00,1.305
201.50,1.307
202.00,1.364
202.50,1.243
203.00,1.219
203.50,1.213
204.00,1.249
204.50,1.209
205.00,1.172
205.50,1.221
206.00,1.186
206.50,1.171
207.00,1.151
207.50,1.083
208.00,1.135
208.50,1.127
209.00,1.072
209.50,1.088
210.00,1.041
210.50,1.000
211.00,1.034
211.50,0.991
212.00,0.965
212.50,0.901
213.00,0.941
213.50,0.890
214.00,0.846
214.50,0.832
215.00,0.801
215.50,0.781
216.00,0.759
216.50,0.727
217.00,0.719
217.50,0.679
218.00,0.700
218.50,0.672
219.00,0.637
219.50,0.613
220.00,0.610
220.50,0.566
221.00,0.584
221.50,0.543
222.00,0.553
222.50,0.558
223.00,0.533
223.50,0.524
224.00,0.494
224.50,0.484
225.00,0.468
225.50,0.444
226.00,0.420
226.50,0.439
227.00,0.417
227.50,0.405
228.00,0.390
228.50,0.376
229.00,0.366
229.50,0.347
230.00,0.329
230.50,0.327
231.00,0.329
231.50,0.323
232.00,0.322
232.50,0.310
233.00,0.304
233.50,0.296
234.00,0.306
234.50,0.290
235.00,0.299
235.50,0.289
236.00,0.302
236.50,0.307
237.00,0.302
237.50,0.312
238.00,0.323
238.50,0.331
239.00,0.332
239.50,0.319
240.00,0.322
240.50,0.331
241.00,0.343
241.50,0.353
242.00,0.350
242.50,0.352
243.00,0.363
243.50,0.367
244.00,0.375
244.50,0.388
245.00,0.387
245.50,0.398
246.00,0.416
246.50,0.419
247.00,0.418
247.50,0.419
248.00,0.423
248.50,0.417
249.00,0.428
249.50,0.422
250.00,0.428
250.50,0.420
251.00,0.417
251.50,0.403
252.00,0.417
252.50,0.402
253.00,0.396
253.50,0.388
254.00,0.372
254.50,0.346
255.00,0.328
255.50,0.310
256.00,0.292
256.50,0.278
257.00,0.248
257.50,0.248
258.00,0.230
258.50,0.201
259.00,0.182
259.50,0.173
260.00,0.169
260.50,0.149
261.00,0.148
261.50,0.145
262.00,0.132
262.50,0.133
263.00,0.113
263.50,0.100
264.00,0.102
264.50,0.105
265.00,0.096
265.50,0.101
266.00,0.106
266.50,0.105
267.00,0.109
267.50,0.109
268.00,0.102
268.50,0.097
269.00,0.095
269.50,0.110
270.00,0.105
270.50,0.122
271.00,0.108
271.50,0.121
272.00,0.117
272.50,0.123
273.00,0.132
273.50,0.140
274.00,0.135
274.50,0.132
275.00,0.135
275.50,0.137
276.00,0.150
276.50,0.143
277.00,0.156
277.50,0.143
278.00,0.153
278.50,0.142
279.00,0.152
279.50,0.153
280.00,0.144
280.50,0.154
281.00,0.159
281.50,0.156
282.00,0.145
282.50,0.154
283.00,0.145
283.50,0.158
284.00,0.150
284.50,0.160
285.00,0.147
285.50,0.162
286.00,0.154
286.50,0.168
287.00,0.165
287.50,0.160
288.00,0.145
288.50,0.147
289.00,0.150
289.50,0.147
290.00,0.144
290.50,0.148
291.00,0.153
291.50,0.151
292.00,0.148
292.50,0.136
293.00,0.136
293.50,0.132
294.00,0.148
294.50,0.152
295.00,0.129
295.50,0.124
296.00,0.112
296.50,0.106
297.00,0.133
297.50,0.125
298.00,0.116
298.50,0.123
299.00,0.105
299.50,0.100
300.00,0.104
300.50,0.101
301.00,0.101
301.50,0.106
302.00,0.104
302.50,0.092
303.00,0.090
303.50,0.098
304.00,0.102
304.50,0.098
305.00,0.085
305.50,0.080
306.00,0.097
306.50,0.099
307.00,0.084
307.50,0.090
308.00,0.082
308.50,0.079
309.00,0.086
309.50,0.089
310.00,0.079
310.50,0.095
311.00,0.095
311.50,0.078
312.00,0.075
312.50,0.070
313.00,0.089
313.50,0.082
314.00,0.092
314.50,0.069
315.00,0.076
315.50,0.072
316.00,0.049
316.50,0.055
317.00,0.069
317.50,0.079
318.00,0.075
318.50,0.074
319.00,0.058
319.50,0.055
320.00,0.071
320.50,0.072
321.00,0.073
321.50,0.074
322.00,0.067
322.50,0.057
323.00,0.074
323.50,0.083
324.00,0.084
324.50,0.094
325.00,0.090
325.50,0.086
326.00,0.075
326.50,0.083
327.00,0.076
327.50,0.082
328.00,0.079
328.50,0.087
329.00,0.082
329.50,0.075
330.00,0.082
330.50,0.091
331.00,0.082
331.50,0.093
332.00,0.088
332.50,0.093
333.00,0.077
333.50,0.088
334.00,0.088
334.50,0.072
335.00,0.087
335.50,0.077
336.00,0.081
336.50,0.081
337.00,0.077
337.50,0.068
338.00,0.079
338.50,0.083
339.00,0.070
339.50,0.062
340.00,0.075
340.50,0.084
341.00,0.072
341.50,0.071
342.00,0.070
342.50,0.079
343.00,0.089
343.50,0.085
344.00,0.082
344.50,0.076
345.00,0.086
345.50,0.075
346.00,0.080
346.50,0.079
347.00,0.089
347.50,0.096
348.00,0.081
348.50,0.067
349.00,0.079
349.50,0.067
350.00,0.080
350.50,0.075
351.00,0.078
351.50,0.075
352.00,0.082
352.50,0.083
353.00,0.079
353.50,0.079
354.00,0.081
354.50,0.082
355.00,0.091
355.50,0.079
356.00,0.068
356.50,0.062
357.00,0.073
357.50,0.056
358.00,0.058
358.50,0.060
359.00,0.068
359.50,0.070
360.00,0.060
360.50,0.054
361.00,0.060
361.50,0.063
362.00,0.071
362.50,0.056
363.00,0.056
363.50,0.054
364.00,0.053
364.50,0.048
365.00,0.050
365.50,0.051
